rcp,level,seg,costtype,time,value
rcp85_p615,retreat10000,NA,relocation,15,0
rcp85_p616,retreat10000,NA,storms,15,0
rcp85_p617,retreat10000,NA,stormCapital,15,0
rcp85_p618,retreat10000,NA,stormPopulation,15,0
rcp85_p619,retreat10000,NA,total,15,0
rcp85_p620,retreat10000,NA,inundation,16,0
rcp85_p621,retreat10000,NA,relocation,16,0
rcp85_p622,retreat10000,NA,storms,16,0
rcp85_p623,retreat10000,NA,stormCapital,16,0
rcp85_p624,retreat10000,NA,stormPopulation,16,0
rcp85_p625,retreat10000,NA,total,16,0
rcp85_p626,retreat10000,NA,inundation,17,0
rcp85_p627,retreat10000,NA,relocation,17,0
rcp85_p628,retreat10000,NA,storms,17,0
rcp85_p629,retreat10000,NA,stormCapital,17,0
rcp85_p630,retreat10000,NA,stormPopulation,17,0
rcp85_p631,retreat10000,NA,total,17,0
rcp85_p632,retreat10000,NA,inundation,18,0
rcp85_p633,retreat10000,NA,relocation,18,0
rcp85_p634,retreat10000,NA,storms,18,0
rcp85_p635,retreat10000,NA,stormCapital,18,0
rcp85_p636,retreat10000,NA,stormPopulation,18,0
rcp85_p637,retreat10000,NA,total,18,0
rcp85_p638,retreat10000,NA,inundation,19,0
rcp85_p639,retreat10000,NA,relocation,19,0
rcp85_p640,retreat10000,NA,storms,19,0
rcp85_p641,retreat10000,NA,stormCapital,19,0
rcp85_p642,retreat10000,NA,stormPopulation,19,0
rcp85_p643,retreat10000,NA,total,19,0
rcp85_p644,retreat10000,NA,inundation,20,0
rcp85_p645,retreat10000,NA,relocation,20,0
rcp85_p646,retreat10000,NA,storms,20,0
rcp85_p647,retreat10000,NA,stormCapital,20,0
rcp85_p648,retreat10000,NA,stormPopulation,20,0
rcp85_p649,retreat10000,NA,total,20,0
rcp85_p650,protect10,NA,protection,1,0
rcp85_p651,protect10,NA,storms,1,0
rcp85_p652,protect10,NA,stormCapital,1,0
rcp85_p653,protect10,NA,stormPopulation,1,0
rcp85_p654,protect10,NA,total,1,0
rcp85_p655,protect10,NA,protection,2,0
rcp85_p656,protect10,NA,storms,2,0
rcp85_p657,protect10,NA,stormCapital,2,0
rcp85_p658,protect10,NA,stormPopulation,2,0
rcp85_p659,protect10,NA,total,2,0
rcp85_p660,protect10,NA,protection,3,0
rcp85_p661,protect10,NA,storms,3,0
rcp85_p662,protect10,NA,stormCapital,3,0
rcp85_p663,protect10,NA,stormPopulation,3,0
rcp85_p664,protect10,NA,total,3,0
rcp85_p665,protect10,NA,protection,4,0
rcp85_p666,protect10,NA,storms,4,0
rcp85_p667,protect10,NA,stormCapital,4,0
rcp85_p668,protect10,NA,stormPopulation,4,0
rcp85_p669,protect10,NA,total,4,0
rcp85_p670,protect10,NA,protection,5,0
rcp85_p671,protect10,NA,storms,5,0
rcp85_p672,protect10,NA,stormCapital,5,0
rcp85_p673,protect10,NA,stormPopulation,5,0
rcp85_p674,protect10,NA,total,5,0
rcp85_p675,protect10,NA,protection,6,0
rcp85_p676,protect10,NA,storms,6,0
rcp85_p677,protect10,NA,stormCapital,6,0
rcp85_p678,protect10,NA,stormPopulation,6,0
rcp85_p679,protect10,NA,total,6,0
rcp85_p680,protect10,NA,protection,7,0
rcp85_p681,protect10,NA,storms,7,0
rcp85_p682,protect10,NA,stormCapital,7,0
rcp85_p683,protect10,NA,stormPopulation,7,0
rcp85_p684,protect10,NA,total,7,0
rcp85_p685,protect10,NA,protection,8,0
rcp85_p686,protect10,NA,storms,8,0
rcp85_p687,protect10,NA,stormCapital,8,0
rcp85_p688,protect10,NA,stormPopulation,8,0
rcp85_p689,protect10,NA,total,8,0
rcp85_p690,protect10,NA,protection,9,0
rcp85_p691,protect10,NA,storms,9,0
rcp85_p692,protect10,NA,stormCapital,9,0
rcp85_p693,protect10,NA,stormPopulation,9,0
rcp85_p694,protect10,NA,total,9,0
rcp85_p695,protect10,NA,protection,10,0
rcp85_p696,protect10,NA,storms,10,0
rcp85_p697,protect10,NA,stormCapital,10,0
rcp85_p698,protect10,NA,stormPopulation,10,0
rcp85_p699,protect10,NA,total,10,0
rcp85_p700,protect10,NA,protection,11,0
rcp85_p701,protect10,NA,storms,11,0
rcp85_p702,protect10,NA,stormCapital,11,0
rcp85_p703,protect10,NA,stormPopulation,11,0
rcp85_p704,protect10,NA,total,11,0
rcp85_p705,protect10,NA,protection,12,0
rcp85_p706,protect10,NA,storms,12,0
rcp85_p707,protect10,NA,stormCapital,12,0
rcp85_p708,protect10,NA,stormPopulation,12,0
rcp85_p709,protect10,NA,total,12,0
rcp85_p710,protect10,NA,protection,13,0
rcp85_p711,protect10,NA,storms,13,0
rcp85_p712,protect10,NA,stormCapital,13,0
rcp85_p713,protect10,NA,stormPopulation,13,0
rcp85_p714,protect10,NA,total,13,0
rcp85_p715,protect10,NA,protection,14,0
rcp85_p716,protect10,NA,storms,14,0
rcp85_p717,protect10,NA,stormCapital,14,0
rcp85_p718,protect10,NA,stormPopulation,14,0
rcp85_p719,protect10,NA,total,14,0
rcp85_p720,protect10,NA,protection,15,0
rcp85_p721,protect10,NA,storms,15,0
rcp85_p722,protect10,NA,stormCapital,15,0
rcp85_p723,protect10,NA,stormPopulation,15,0
rcp85_p724,protect10,NA,total,15,0
rcp85_p725,protect10,NA,protection,16,0
rcp85_p726,protect10,NA,storms,16,0
rcp85_p727,protect10,NA,stormCapital,16,0
rcp85_p728,protect10,NA,stormPopulation,16,0
rcp85_p729,protect10,NA,total,16,0
rcp85_p730,protect10,NA,protection,17,0
rcp85_p731,protect10,NA,storms,17,0
rcp85_p732,protect10,NA,stormCapital,17,0
rcp85_p733,protect10,NA,stormPopulation,17,0
rcp85_p734,protect10,NA,total,17,0
rcp85_p735,protect10,NA,protection,18,0
rcp85_p736,protect10,NA,storms,18,0
rcp85_p737,protect10,NA,stormCapital,18,0
rcp85_p738,protect10,NA,stormPopulation,18,0
rcp85_p739,protect10,NA,total,18,0
rcp85_p740,protect10,NA,protection,19,0
rcp85_p741,protect10,NA,storms,19,0
rcp85_p742,protect10,NA,stormCapital,19,0
rcp85_p743,protect10,NA,stormPopulation,19,0
rcp85_p744,protect10,NA,total,19,0
rcp85_p745,protect10,NA,protection,20,0
rcp85_p746,protect10,NA,storms,20,0
rcp85_p747,protect10,NA,stormCapital,20,0
rcp85_p748,protect10,NA,stormPopulation,20,0
rcp85_p749,protect10,NA,total,20,0
rcp85_p750,protect100,NA,protection,1,0
rcp85_p751,protect100,NA,storms,1,0
rcp85_p752,protect100,NA,stormCapital,1,0
rcp85_p753,protect100,NA,stormPopulation,1,0
rcp85_p754,protect100,NA,total,1,0
rcp85_p755,protect100,NA,protection,2,0
rcp85_p756,protect100,NA,storms,2,0
rcp85_p757,protect100,NA,stormCapital,2,0
rcp85_p758,protect100,NA,stormPopulation,2,0
rcp85_p759,protect100,NA,total,2,0
rcp85_p760,protect100,NA,protection,3,0
rcp85_p761,protect100,NA,storms,3,0
rcp85_p762,protect100,NA,stormCapital,3,0
rcp85_p763,protect100,NA,stormPopulation,3,0
rcp85_p764,protect100,NA,total,3,0
rcp85_p765,protect100,NA,protection,4,0
rcp85_p766,protect100,NA,storms,4,0
rcp85_p767,protect100,NA,stormCapital,4,0
rcp85_p768,protect100,NA,stormPopulation,4,0
rcp85_p769,protect100,NA,total,4,0
rcp85_p770,protect100,NA,protection,5,0
rcp85_p771,protect100,NA,storms,5,0
rcp85_p772,protect100,NA,stormCapital,5,0
rcp85_p773,protect100,NA,stormPopulation,5,0
rcp85_p774,protect100,NA,total,5,0
rcp85_p775,protect100,NA,protection,6,0
rcp85_p776,protect100,NA,storms,6,0
rcp85_p777,protect100,NA,stormCapital,6,0
rcp85_p778,protect100,NA,stormPopulation,6,0
rcp85_p779,protect100,NA,total,6,0
rcp85_p780,protect100,NA,protection,7,0
rcp85_p781,protect100,NA,storms,7,0
rcp85_p782,protect100,NA,stormCapital,7,0
rcp85_p783,protect100,NA,stormPopulation,7,0
rcp85_p784,protect100,NA,total,7,0
rcp85_p785,protect100,NA,protection,8,0
rcp85_p786,protect100,NA,storms,8,0
rcp85_p787,protect100,NA,stormCapital,8,0
rcp85_p788,protect100,NA,stormPopulation,8,0
rcp85_p789,protect100,NA,total,8,0
rcp85_p790,protect100,NA,protection,9,0
rcp85_p791,protect100,NA,storms,9,0
rcp85_p792,protect100,NA,stormCapital,9,0
rcp85_p793,protect100,NA,stormPopulation,9,0
rcp85_p794,protect100,NA,total,9,0
rcp85_p795,protect100,NA,protection,10,0
rcp85_p796,protect100,NA,storms,10,0
rcp85_p797,protect100,NA,stormCapital,10,0
rcp85_p798,protect100,NA,stormPopulation,10,0
rcp85_p799,protect100,NA,total,10,0
rcp85_p800,protect100,NA,protection,11,0
rcp85_p801,protect100,NA,storms,11,0
rcp85_p802,protect100,NA,stormCapital,11,0
rcp85_p803,protect100,NA,stormPopulation,11,0
rcp85_p804,protect100,NA,total,11,0
rcp85_p805,protect100,NA,protection,12,0
rcp85_p806,protect100,NA,storms,12,0
rcp85_p807,protect100,NA,stormCapital,12,0
rcp85_p808,protect100,NA,stormPopulation,12,0
rcp85_p809,protect100,NA,total,12,0
rcp85_p810,protect100,NA,protection,13,0
rcp85_p811,protect100,NA,storms,13,0
rcp85_p812,protect100,NA,stormCapital,13,0
rcp85_p813,protect100,NA,stormPopulation,13,0
rcp85_p814,protect100,NA,total,13,0
rcp85_p815,protect100,NA,protection,14,0
rcp85_p816,protect100,NA,storms,14,0
rcp85_p817,protect100,NA,stormCapital,14,0
rcp85_p818,protect100,NA,stormPopulation,14,0
rcp85_p819,protect100,NA,total,14,0
rcp85_p820,protect100,NA,protection,15,0
rcp85_p821,protect100,NA,storms,15,0
rcp85_p822,protect100,NA,stormCapital,15,0
rcp85_p823,protect100,NA,stormPopulation,15,0
rcp85_p824,protect100,NA,total,15,0
rcp85_p825,protect100,NA,protection,16,0
rcp85_p826,protect100,NA,storms,16,0
rcp85_p827,protect100,NA,stormCapital,16,0
rcp85_p828,protect100,NA,stormPopulation,16,0
rcp85_p829,protect100,NA,total,16,0
rcp85_p830,protect100,NA,protection,17,0
rcp85_p831,protect100,NA,storms,17,0
rcp85_p832,protect100,NA,stormCapital,17,0
rcp85_p833,protect100,NA,stormPopulation,17,0
rcp85_p834,protect100,NA,total,17,0
rcp85_p835,protect100,NA,protection,18,0
rcp85_p836,protect100,NA,storms,18,0
rcp85_p837,protect100,NA,stormCapital,18,0
rcp85_p838,protect100,NA,stormPopulation,18,0
rcp85_p839,protect100,NA,total,18,0
rcp85_p840,protect100,NA,protection,19,0
rcp85_p841,protect100,NA,storms,19,0
rcp85_p842,protect100,NA,stormCapital,19,0
rcp85_p843,protect100,NA,stormPopulation,19,0
rcp85_p844,protect100,NA,total,19,0
rcp85_p845,protect100,NA,protection,20,0
rcp85_p846,protect100,NA,storms,20,0
rcp85_p847,protect100,NA,stormCapital,20,0
rcp85_p848,protect100,NA,stormPopulation,20,0
rcp85_p849,protect100,NA,total,20,0
rcp85_p850,protect1000,NA,protection,1,0
rcp85_p851,protect1000,NA,storms,1,0
rcp85_p852,protect1000,NA,stormCapital,1,0
rcp85_p853,protect1000,NA,stormPopulation,1,0
rcp85_p854,protect1000,NA,total,1,0
rcp85_p855,protect1000,NA,protection,2,0
rcp85_p856,protect1000,NA,storms,2,0
rcp85_p857,protect1000,NA,stormCapital,2,0
rcp85_p858,protect1000,NA,stormPopulation,2,0
rcp85_p859,protect1000,NA,total,2,0
rcp85_p860,protect1000,NA,protection,3,0
rcp85_p861,protect1000,NA,storms,3,0
rcp85_p862,protect1000,NA,stormCapital,3,0
rcp85_p863,protect1000,NA,stormPopulation,3,0
rcp85_p864,protect1000,NA,total,3,0
rcp85_p865,protect1000,NA,protection,4,0
rcp85_p866,protect1000,NA,storms,4,0
rcp85_p867,protect1000,NA,stormCapital,4,0
rcp85_p868,protect1000,NA,stormPopulation,4,0
rcp85_p869,protect1000,NA,total,4,0
rcp85_p870,protect1000,NA,protection,5,0
rcp85_p871,protect1000,NA,storms,5,0
rcp85_p872,protect1000,NA,stormCapital,5,0
rcp85_p873,protect1000,NA,stormPopulation,5,0
rcp85_p874,protect1000,NA,total,5,0
rcp85_p875,protect1000,NA,protection,6,0
rcp85_p876,protect1000,NA,storms,6,0
rcp85_p877,protect1000,NA,stormCapital,6,0
rcp85_p878,protect1000,NA,stormPopulation,6,0
rcp85_p879,protect1000,NA,total,6,0
rcp85_p880,protect1000,NA,protection,7,0
rcp85_p881,protect1000,NA,storms,7,0
rcp85_p882,protect1000,NA,stormCapital,7,0
rcp85_p883,protect1000,NA,stormPopulation,7,0
rcp85_p884,protect1000,NA,total,7,0
rcp85_p885,protect1000,NA,protection,8,0
rcp85_p886,protect1000,NA,storms,8,0
rcp85_p887,protect1000,NA,stormCapital,8,0
rcp85_p888,protect1000,NA,stormPopulation,8,0
rcp85_p889,protect1000,NA,total,8,0
rcp85_p890,protect1000,NA,protection,9,0
rcp85_p891,protect1000,NA,storms,9,0
rcp85_p892,protect1000,NA,stormCapital,9,0
rcp85_p893,protect1000,NA,stormPopulation,9,0
rcp85_p894,protect1000,NA,total,9,0
rcp85_p895,protect1000,NA,protection,10,0
rcp85_p896,protect1000,NA,storms,10,0
rcp85_p897,protect1000,NA,stormCapital,10,0
rcp85_p898,protect1000,NA,stormPopulation,10,0
rcp85_p899,protect1000,NA,total,10,0
rcp85_p900,protect1000,NA,protection,11,0
rcp85_p901,protect1000,NA,storms,11,0
rcp85_p902,protect1000,NA,stormCapital,11,0
rcp85_p903,protect1000,NA,stormPopulation,11,0
rcp85_p904,protect1000,NA,total,11,0
rcp85_p905,protect1000,NA,protection,12,0
rcp85_p906,protect1000,NA,storms,12,0
rcp85_p907,protect1000,NA,stormCapital,12,0
rcp85_p908,protect1000,NA,stormPopulation,12,0
rcp85_p909,protect1000,NA,total,12,0
rcp85_p910,protect1000,NA,protection,13,0
rcp85_p911,protect1000,NA,storms,13,0
rcp85_p912,protect1000,NA,stormCapital,13,0
rcp85_p913,protect1000,NA,stormPopulation,13,0
rcp85_p914,protect1000,NA,total,13,0
rcp85_p915,protect1000,NA,protection,14,0
rcp85_p916,protect1000,NA,storms,14,0
rcp85_p917,protect1000,NA,stormCapital,14,0
rcp85_p918,protect1000,NA,stormPopulation,14,0
rcp85_p919,protect1000,NA,total,14,0
rcp85_p920,protect1000,NA,protection,15,0
rcp85_p921,protect1000,NA,storms,15,0
rcp85_p922,protect1000,NA,stormCapital,15,0
rcp85_p923,protect1000,NA,stormPopulation,15,0
rcp85_p924,protect1000,NA,total,15,0
rcp85_p925,protect1000,NA,protection,16,0
rcp85_p926,protect1000,NA,storms,16,0
rcp85_p927,protect1000,NA,stormCapital,16,0
rcp85_p928,protect1000,NA,stormPopulation,16,0
rcp85_p929,protect1000,NA,total,16,0
rcp85_p930,protect1000,NA,protection,17,0
rcp85_p931,protect1000,NA,storms,17,0
rcp85_p932,protect1000,NA,stormCapital,17,0
rcp85_p933,protect1000,NA,stormPopulation,17,0
rcp85_p934,protect1000,NA,total,17,0
rcp85_p935,protect1000,NA,protection,18,0
rcp85_p936,protect1000,NA,storms,18,0
rcp85_p937,protect1000,NA,stormCapital,18,0
rcp85_p938,protect1000,NA,stormPopulation,18,0
rcp85_p939,protect1000,NA,total,18,0
rcp85_p940,protect1000,NA,protection,19,0
rcp85_p941,protect1000,NA,storms,19,0
rcp85_p942,protect1000,NA,stormCapital,19,0
rcp85_p943,protect1000,NA,stormPopulation,19,0
rcp85_p944,protect1000,NA,total,19,0
rcp85_p945,protect1000,NA,protection,20,0
rcp85_p946,protect1000,NA,storms,20,0
rcp85_p947,protect1000,NA,stormCapital,20,0
rcp85_p948,protect1000,NA,stormPopulation,20,0
rcp85_p949,protect1000,NA,total,20,0
rcp85_p950,protect10000,NA,protection,1,0
rcp85_p951,protect10000,NA,storms,1,0
rcp85_p952,protect10000,NA,stormCapital,1,0
rcp85_p953,protect10000,NA,stormPopulation,1,0
rcp85_p954,protect10000,NA,total,1,0
rcp85_p955,protect10000,NA,protection,2,0
rcp85_p956,protect10000,NA,storms,2,0
rcp85_p957,protect10000,NA,stormCapital,2,0
rcp85_p958,protect10000,NA,stormPopulation,2,0
rcp85_p959,protect10000,NA,total,2,0
rcp85_p960,protect10000,NA,protection,3,0
rcp85_p961,protect10000,NA,storms,3,0
rcp85_p962,protect10000,NA,stormCapital,3,0
rcp85_p963,protect10000,NA,stormPopulation,3,0
rcp85_p964,protect10000,NA,total,3,0
rcp85_p965,protect10000,NA,protection,4,0
rcp85_p966,protect10000,NA,storms,4,0
rcp85_p967,protect10000,NA,stormCapital,4,0
rcp85_p968,protect10000,NA,stormPopulation,4,0
rcp85_p969,protect10000,NA,total,4,0
rcp85_p970,protect10000,NA,protection,5,0
rcp85_p971,protect10000,NA,storms,5,0
rcp85_p972,protect10000,NA,stormCapital,5,0
rcp85_p973,protect10000,NA,stormPopulation,5,0
rcp85_p974,protect10000,NA,total,5,0
rcp85_p975,protect10000,NA,protection,6,0
rcp85_p976,protect10000,NA,storms,6,0
rcp85_p977,protect10000,NA,stormCapital,6,0
rcp85_p978,protect10000,NA,stormPopulation,6,0
rcp85_p979,protect10000,NA,total,6,0
rcp85_p980,protect10000,NA,protection,7,0
rcp85_p981,protect10000,NA,storms,7,0
rcp85_p982,protect10000,NA,stormCapital,7,0
rcp85_p983,protect10000,NA,stormPopulation,7,0
rcp85_p984,protect10000,NA,total,7,0
rcp85_p985,protect10000,NA,protection,8,0
rcp85_p986,protect10000,NA,storms,8,0
rcp85_p987,protect10000,NA,stormCapital,8,0
rcp85_p988,protect10000,NA,stormPopulation,8,0
rcp85_p989,protect10000,NA,total,8,0
rcp85_p990,protect10000,NA,protection,9,0
rcp85_p991,protect10000,NA,storms,9,0
rcp85_p992,protect10000,NA,stormCapital,9,0
rcp85_p993,protect10000,NA,stormPopulation,9,0
rcp85_p994,protect10000,NA,total,9,0
rcp85_p995,protect10000,NA,protection,10,0
rcp85_p996,protect10000,NA,storms,10,0
rcp85_p997,protect10000,NA,stormCapital,10,0
rcp85_p998,protect10000,NA,stormPopulation,10,0
rcp85_p999,protect10000,NA,total,10,0
rcp85_p1000,protect10000,NA,protection,11,0
rcp85_p1001,protect10000,NA,storms,11,0
rcp85_p1002,protect10000,NA,stormCapital,11,0
rcp85_p1003,protect10000,NA,stormPopulation,11,0
rcp85_p1004,protect10000,NA,total,11,0
rcp85_p1005,protect10000,NA,protection,12,0
rcp85_p1006,protect10000,NA,storms,12,0
rcp85_p1007,protect10000,NA,stormCapital,12,0
rcp85_p1008,protect10000,NA,stormPopulation,12,0
rcp85_p1009,protect10000,NA,total,12,0
rcp85_p1010,protect10000,NA,protection,13,0
rcp85_p1011,protect10000,NA,storms,13,0
rcp85_p1012,protect10000,NA,stormCapital,13,0
rcp85_p1013,protect10000,NA,stormPopulation,13,0
rcp85_p1014,protect10000,NA,total,13,0
rcp85_p1015,protect10000,NA,protection,14,0
rcp85_p1016,protect10000,NA,storms,14,0
rcp85_p1017,protect10000,NA,stormCapital,14,0
rcp85_p1018,protect10000,NA,stormPopulation,14,0
rcp85_p1019,protect10000,NA,total,14,0
rcp85_p1020,protect10000,NA,protection,15,0
rcp85_p1021,protect10000,NA,storms,15,0
rcp85_p1022,protect10000,NA,stormCapital,15,0
rcp85_p1023,protect10000,NA,stormPopulation,15,0
rcp85_p1024,protect10000,NA,total,15,0
rcp85_p1025,protect10000,NA,protection,16,0
rcp85_p1026,protect10000,NA,storms,16,0
rcp85_p1027,protect10000,NA,stormCapital,16,0
rcp85_p1028,protect10000,NA,stormPopulation,16,0
rcp85_p1029,protect10000,NA,total,16,0
rcp85_p1030,protect10000,NA,protection,17,0
rcp85_p1031,protect10000,NA,storms,17,0
rcp85_p1032,protect10000,NA,stormCapital,17,0
rcp85_p1033,protect10000,NA,stormPopulation,17,0
rcp85_p1034,protect10000,NA,total,17,0
rcp85_p1035,protect10000,NA,protection,18,0
rcp85_p1036,protect10000,NA,storms,18,0
rcp85_p1037,protect10000,NA,stormCapital,18,0
rcp85_p1038,protect10000,NA,stormPopulation,18,0
rcp85_p1039,protect10000,NA,total,18,0
rcp85_p1040,protect10000,NA,protection,19,0
rcp85_p1041,protect10000,NA,storms,19,0
rcp85_p1042,protect10000,NA,stormCapital,19,0
rcp85_p1043,protect10000,NA,stormPopulation,19,0
rcp85_p1044,protect10000,NA,total,19,0
rcp85_p1045,protect10000,NA,protection,20,0
rcp85_p1046,protect10000,NA,storms,20,0
rcp85_p1047,protect10000,NA,stormCapital,20,0
rcp85_p1048,protect10000,NA,stormPopulation,20,0
rcp85_p1049,protect10000,NA,total,20,0
rcp85_p1050,noAdaptation,NA,inundation,1,0
rcp85_p1051,noAdaptation,NA,relocation,1,0
rcp85_p1052,noAdaptation,NA,storms,1,0
rcp85_p1053,noAdaptation,NA,stormCapital,1,0
rcp85_p1054,noAdaptation,NA,stormPopulation,1,0
rcp85_p1055,noAdaptation,NA,total,1,0
rcp85_p1056,noAdaptation,NA,inundation,2,0
rcp85_p1057,noAdaptation,NA,relocation,2,0
rcp85_p1058,noAdaptation,NA,storms,2,0
rcp85_p1059,noAdaptation,NA,stormCapital,2,0
rcp85_p1060,noAdaptation,NA,stormPopulation,2,0
rcp85_p1061,noAdaptation,NA,total,2,0
rcp85_p1062,noAdaptation,NA,inundation,3,0
rcp85_p1063,noAdaptation,NA,relocation,3,0
rcp85_p1064,noAdaptation,NA,storms,3,0
rcp85_p1065,noAdaptation,NA,stormCapital,3,0
rcp85_p1066,noAdaptation,NA,stormPopulation,3,0
rcp85_p1067,noAdaptation,NA,total,3,0
rcp85_p1068,noAdaptation,NA,inundation,4,0
rcp85_p1069,noAdaptation,NA,relocation,4,0
rcp85_p1070,noAdaptation,NA,storms,4,0
rcp85_p1071,noAdaptation,NA,stormCapital,4,0
rcp85_p1072,noAdaptation,NA,stormPopulation,4,0
rcp85_p1073,noAdaptation,NA,total,4,0
rcp85_p1074,noAdaptation,NA,inundation,5,0
rcp85_p1075,noAdaptation,NA,relocation,5,0
rcp85_p1076,noAdaptation,NA,storms,5,0
rcp85_p1077,noAdaptation,NA,stormCapital,5,0
rcp85_p1078,noAdaptation,NA,stormPopulation,5,0
rcp85_p1079,noAdaptation,NA,total,5,0
rcp85_p1080,noAdaptation,NA,inundation,6,0
rcp85_p1081,noAdaptation,NA,relocation,6,0
rcp85_p1082,noAdaptation,NA,storms,6,0
rcp85_p1083,noAdaptation,NA,stormCapital,6,0
rcp85_p1084,noAdaptation,NA,stormPopulation,6,0
rcp85_p1085,noAdaptation,NA,total,6,0
rcp85_p1086,noAdaptation,NA,inundation,7,0
rcp85_p1087,noAdaptation,NA,relocation,7,0
rcp85_p1088,noAdaptation,NA,storms,7,0
rcp85_p1089,noAdaptation,NA,stormCapital,7,0
rcp85_p1090,noAdaptation,NA,stormPopulation,7,0
rcp85_p1091,noAdaptation,NA,total,7,0
rcp85_p1092,noAdaptation,NA,inundation,8,0
rcp85_p1093,noAdaptation,NA,relocation,8,0
rcp85_p1094,noAdaptation,NA,storms,8,0
rcp85_p1095,noAdaptation,NA,stormCapital,8,0
rcp85_p1096,noAdaptation,NA,stormPopulation,8,0
rcp85_p1097,noAdaptation,NA,total,8,0
rcp85_p1098,noAdaptation,NA,inundation,9,0
rcp85_p1099,noAdaptation,NA,relocation,9,0
rcp85_p1100,noAdaptation,NA,storms,9,0
rcp85_p1101,noAdaptation,NA,stormCapital,9,0
rcp85_p1102,noAdaptation,NA,stormPopulation,9,0
rcp85_p1103,noAdaptation,NA,total,9,0
rcp85_p1104,noAdaptation,NA,inundation,10,0
rcp85_p1105,noAdaptation,NA,relocation,10,0
rcp85_p1106,noAdaptation,NA,storms,10,0
rcp85_p1107,noAdaptation,NA,stormCapital,10,0
rcp85_p1108,noAdaptation,NA,stormPopulation,10,0
rcp85_p1109,noAdaptation,NA,total,10,0
rcp85_p1110,noAdaptation,NA,inundation,11,0
rcp85_p1111,noAdaptation,NA,relocation,11,0
rcp85_p1112,noAdaptation,NA,storms,11,0
rcp85_p1113,noAdaptation,NA,stormCapital,11,0
rcp85_p1114,noAdaptation,NA,stormPopulation,11,0
rcp85_p1115,noAdaptation,NA,total,11,0
rcp85_p1116,noAdaptation,NA,inundation,12,0
rcp85_p1117,noAdaptation,NA,relocation,12,0
rcp85_p1118,noAdaptation,NA,storms,12,0
rcp85_p1119,noAdaptation,NA,stormCapital,12,0
rcp85_p1120,noAdaptation,NA,stormPopulation,12,0
rcp85_p1121,noAdaptation,NA,total,12,0
rcp85_p1122,noAdaptation,NA,inundation,13,0
rcp85_p1123,noAdaptation,NA,relocation,13,0
rcp85_p1124,noAdaptation,NA,storms,13,0
rcp85_p1125,noAdaptation,NA,stormCapital,13,0
rcp85_p1126,noAdaptation,NA,stormPopulation,13,0
rcp85_p1127,noAdaptation,NA,total,13,0
rcp85_p1128,noAdaptation,NA,inundation,14,0
rcp85_p1129,noAdaptation,NA,relocation,14,0
rcp85_p1130,noAdaptation,NA,storms,14,0
rcp85_p1131,noAdaptation,NA,stormCapital,14,0
rcp85_p1132,noAdaptation,NA,stormPopulation,14,0
rcp85_p1133,noAdaptation,NA,total,14,0
rcp85_p1134,noAdaptation,NA,inundation,15,0
rcp85_p1135,noAdaptation,NA,relocation,15,0
rcp85_p1136,noAdaptation,NA,storms,15,0
rcp85_p1137,noAdaptation,NA,stormCapital,15,0
rcp85_p1138,noAdaptation,NA,stormPopulation,15,0
rcp85_p1139,noAdaptation,NA,total,15,0
rcp85_p1140,noAdaptation,NA,inundation,16,0
rcp85_p1141,noAdaptation,NA,relocation,16,0
rcp85_p1142,noAdaptation,NA,storms,16,0
rcp85_p1143,noAdaptation,NA,stormCapital,16,0
rcp85_p1144,noAdaptation,NA,stormPopulation,16,0
rcp85_p1145,noAdaptation,NA,total,16,0
rcp85_p1146,noAdaptation,NA,inundation,17,0
rcp85_p1147,noAdaptation,NA,relocation,17,0
rcp85_p1148,noAdaptation,NA,storms,17,0
rcp85_p1149,noAdaptation,NA,stormCapital,17,0
rcp85_p1150,noAdaptation,NA,stormPopulation,17,0
rcp85_p1151,noAdaptation,NA,total,17,0
rcp85_p1152,noAdaptation,NA,inundation,18,0
rcp85_p1153,noAdaptation,NA,relocation,18,0
rcp85_p1154,noAdaptation,NA,storms,18,0
rcp85_p1155,noAdaptation,NA,stormCapital,18,0
rcp85_p1156,noAdaptation,NA,stormPopulation,18,0
rcp85_p1157,noAdaptation,NA,total,18,0
rcp85_p1158,noAdaptation,NA,inundation,19,0
rcp85_p1159,noAdaptation,NA,relocation,19,0
rcp85_p1160,noAdaptation,NA,storms,19,0
rcp85_p1161,noAdaptation,NA,stormCapital,19,0
rcp85_p1162,noAdaptation,NA,stormPopulation,19,0
rcp85_p1163,noAdaptation,NA,total,19,0
rcp85_p1164,noAdaptation,NA,inundation,20,0
rcp85_p1165,noAdaptation,NA,relocation,20,0
rcp85_p1166,noAdaptation,NA,storms,20,0
rcp85_p1167,noAdaptation,NA,stormCapital,20,0
rcp85_p1168,noAdaptation,NA,stormPopulation,20,0
rcp85_p1169,noAdaptation,NA,total,20,0
rcp85_p1170,optimalfixed,NA,inundation,1,0
rcp85_p1171,optimalfixed,NA,relocation,1,0
rcp85_p1172,optimalfixed,NA,storms,1,0
rcp85_p1173,optimalfixed,NA,stormCapital,1,0
rcp85_p1174,optimalfixed,NA,stormPopulation,1,0
rcp85_p1175,optimalfixed,NA,total,1,0
rcp85_p1176,optimalfixed,NA,inundation,2,0
rcp85_p1177,optimalfixed,NA,relocation,2,0
rcp85_p1178,optimalfixed,NA,storms,2,0
rcp85_p1179,optimalfixed,NA,stormCapital,2,0
